what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1485846091748
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846091770
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846092639
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846098491
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846125489
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485846127378
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1485846129763
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1485846155136
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846196492
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846197162
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846209239
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1485846210565
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1485846213017
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846215812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485846231944
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485846280432
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485847064486
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485851303775
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485851321509
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485851767684
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1485851783607
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485851783731
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485851783774
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485851788810
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485851909687
